site,cable_id,type,length_m,a_rack,a_device,a_termination,b_rack,b_device,b_termination,reach_check
Reference Pod 1,843,mmf-om4,20.0,C07,dgx-c07-04,ib-storage1,S01,stor-fabric-02,port28,ok
Reference Pod 1,914,mmf-om4,20.0,C07,dgx-c07-04,inband0,M01,inband-01,eth28,ok
Reference Pod 1,915,mmf-om4,20.0,C07,dgx-c07-04,inband1,M01,inband-02,eth28,ok
Reference Pod 1,169,power,,C07,pdu-c07-a,outlet1,C07,dgx-c07-01,psu1,
Reference Pod 1,170,power,,C07,pdu-c07-a,outlet2,C07,dgx-c07-01,psu2,
Reference Pod 1,175,power,,C07,pdu-c07-a,outlet3,C07,dgx-c07-02,psu1,
Reference Pod 1,176,power,,C07,pdu-c07-a,outlet4,C07,dgx-c07-02,psu2,
Reference Pod 1,181,power,,C07,pdu-c07-a,outlet5,C07,dgx-c07-03,psu1,
Reference Pod 1,182,power,,C07,pdu-c07-a,outlet6,C07,dgx-c07-03,psu2,
Reference Pod 1,187,power,,C07,pdu-c07-a,outlet7,C07,dgx-c07-04,psu1,
Reference Pod 1,188,power,,C07,pdu-c07-a,outlet8,C07,dgx-c07-04,psu2,
Reference Pod 1,171,power,,C07,pdu-c07-b,outlet1,C07,dgx-c07-01,psu3,
Reference Pod 1,172,power,,C07,pdu-c07-b,outlet2,C07,dgx-c07-01,psu4,
Reference Pod 1,177,power,,C07,pdu-c07-b,outlet3,C07,dgx-c07-02,psu3,
Reference Pod 1,178,power,,C07,pdu-c07-b,outlet4,C07,dgx-c07-02,psu4,
Reference Pod 1,183,power,,C07,pdu-c07-b,outlet5,C07,dgx-c07-03,psu3,
Reference Pod 1,184,power,,C07,pdu-c07-b,outlet6,C07,dgx-c07-03,psu4,
Reference Pod 1,189,power,,C07,pdu-c07-b,outlet7,C07,dgx-c07-04,psu3,
Reference Pod 1,190,power,,C07,pdu-c07-b,outlet8,C07,dgx-c07-04,psu4,
Reference Pod 1,173,power,,C07,pdu-c07-c,outlet1,C07,dgx-c07-01,psu5,
Reference Pod 1,174,power,,C07,pdu-c07-c,outlet2,C07,dgx-c07-01,psu6,
Reference Pod 1,179,power,,C07,pdu-c07-c,outlet3,C07,dgx-c07-02,psu5,
Reference Pod 1,180,power,,C07,pdu-c07-c,outlet4,C07,dgx-c07-02,psu6,
Reference Pod 1,185,power,,C07,pdu-c07-c,outlet5,C07,dgx-c07-03,psu5,
Reference Pod 1,186,power,,C07,pdu-c07-c,outlet6,C07,dgx-c07-03,psu6,
Reference Pod 1,191,power,,C07,pdu-c07-c,outlet7,C07,dgx-c07-04,psu5,
Reference Pod 1,192,power,,C07,pdu-c07-c,outlet8,C07,dgx-c07-04,psu6,
Reference Pod 1,193,power,,C08,(power feed),C08-A,C08,pdu-c08-a,input,
Reference Pod 1,194,power,,C08,(power feed),C08-B,C08,pdu-c08-b,input,
Reference Pod 1,195,power,,C08,(power feed),C08-C,C08,pdu-c08-c,input,
Reference Pod 1,960,cat6a,30.0,C08,dgx-c08-01,bmc,M01,oob-02,eth11,
Reference Pod 1,500,mmf-om4,25.0,C08,dgx-c08-01,ib-rail0,N01,leaf-01,port29,ok
Reference Pod 1,501,mmf-om4,25.0,C08,dgx-c08-01,ib-rail1,N01,leaf-02,port29,ok
Reference Pod 1,502,mmf-om4,25.0,C08,dgx-c08-01,ib-rail2,N01,leaf-03,port29,ok
Reference Pod 1,503,mmf-om4,25.0,C08,dgx-c08-01,ib-rail3,N01,leaf-04,port29,ok
Reference Pod 1,504,mmf-om4,25.0,C08,dgx-c08-01,ib-rail4,N02,leaf-05,port29,ok
Reference Pod 1,505,mmf-om4,25.0,C08,dgx-c08-01,ib-rail5,N02,leaf-06,port29,ok
Reference Pod 1,506,mmf-om4,25.0,C08,dgx-c08-01,ib-rail6,N02,leaf-07,port29,ok
Reference Pod 1,507,mmf-om4,25.0,C08,dgx-c08-01,ib-rail7,N02,leaf-08,port29,ok
Reference Pod 1,844,mmf-om4,20.0,C08,dgx-c08-01,ib-storage0,S01,stor-fabric-01,port29,ok
Reference Pod 1,845,mmf-om4,20.0,C08,dgx-c08-01,ib-storage1,S01,stor-fabric-02,port29,ok
Reference Pod 1,916,mmf-om4,20.0,C08,dgx-c08-01,inband0,M01,inband-01,eth29,ok
Reference Pod 1,917,mmf-om4,20.0,C08,dgx-c08-01,inband1,M01,inband-02,eth29,ok
Reference Pod 1,961,cat6a,30.0,C08,dgx-c08-02,bmc,M01,oob-02,eth12,
Reference Pod 1,508,mmf-om4,25.0,C08,dgx-c08-02,ib-rail0,N01,leaf-01,port30,ok
Reference Pod 1,509,mmf-om4,25.0,C08,dgx-c08-02,ib-rail1,N01,leaf-02,port30,ok
Reference Pod 1,510,mmf-om4,25.0,C08,dgx-c08-02,ib-rail2,N01,leaf-03,port30,ok
Reference Pod 1,511,mmf-om4,25.0,C08,dgx-c08-02,ib-rail3,N01,leaf-04,port30,ok
Reference Pod 1,512,mmf-om4,25.0,C08,dgx-c08-02,ib-rail4,N02,leaf-05,port30,ok
Reference Pod 1,513,mmf-om4,25.0,C08,dgx-c08-02,ib-rail5,N02,leaf-06,port30,ok
Reference Pod 1,514,mmf-om4,25.0,C08,dgx-c08-02,ib-rail6,N02,leaf-07,port30,ok
Reference Pod 1,515,mmf-om4,25.0,C08,dgx-c08-02,ib-rail7,N02,leaf-08,port30,ok
Reference Pod 1,846,mmf-om4,20.0,C08,dgx-c08-02,ib-storage0,S01,stor-fabric-01,port30,ok
Reference Pod 1,847,mmf-om4,20.0,C08,dgx-c08-02,ib-storage1,S01,stor-fabric-02,port30,ok
Reference Pod 1,918,mmf-om4,20.0,C08,dgx-c08-02,inband0,M01,inband-01,eth30,ok
Reference Pod 1,919,mmf-om4,20.0,C08,dgx-c08-02,inband1,M01,inband-02,eth30,ok
Reference Pod 1,962,cat6a,30.0,C08,dgx-c08-03,bmc,M01,oob-02,eth13,
Reference Pod 1,516,mmf-om4,25.0,C08,dgx-c08-03,ib-rail0,N01,leaf-01,port31,ok
Reference Pod 1,517,mmf-om4,25.0,C08,dgx-c08-03,ib-rail1,N01,leaf-02,port31,ok
Reference Pod 1,518,mmf-om4,25.0,C08,dgx-c08-03,ib-rail2,N01,leaf-03,port31,ok
Reference Pod 1,519,mmf-om4,25.0,C08,dgx-c08-03,ib-rail3,N01,leaf-04,port31,ok
Reference Pod 1,520,mmf-om4,25.0,C08,dgx-c08-03,ib-rail4,N02,leaf-05,port31,ok
Reference Pod 1,521,mmf-om4,25.0,C08,dgx-c08-03,ib-rail5,N02,leaf-06,port31,ok
Reference Pod 1,522,mmf-om4,25.0,C08,dgx-c08-03,ib-rail6,N02,leaf-07,port31,ok
Reference Pod 1,523,mmf-om4,25.0,C08,dgx-c08-03,ib-rail7,N02,leaf-08,port31,ok
Reference Pod 1,848,mmf-om4,20.0,C08,dgx-c08-03,ib-storage0,S01,stor-fabric-01,port31,ok
Reference Pod 1,849,mmf-om4,20.0,C08,dgx-c08-03,ib-storage1,S01,stor-fabric-02,port31,ok
Reference Pod 1,920,mmf-om4,20.0,C08,dgx-c08-03,inband0,M01,inband-01,eth31,ok
Reference Pod 1,921,mmf-om4,20.0,C08,dgx-c08-03,inband1,M01,inband-02,eth31,ok
Reference Pod 1,963,cat6a,30.0,C08,dgx-c08-04,bmc,M01,oob-02,eth14,
Reference Pod 1,524,mmf-om4,25.0,C08,dgx-c08-04,ib-rail0,N01,leaf-01,port32,ok
Reference Pod 1,525,mmf-om4,25.0,C08,dgx-c08-04,ib-rail1,N01,leaf-02,port32,ok
Reference Pod 1,526,mmf-om4,25.0,C08,dgx-c08-04,ib-rail2,N01,leaf-03,port32,ok
Reference Pod 1,527,mmf-om4,25.0,C08,dgx-c08-04,ib-rail3,N01,leaf-04,port32,ok
Reference Pod 1,528,mmf-om4,25.0,C08,dgx-c08-04,ib-rail4,N02,leaf-05,port32,ok
Reference Pod 1,529,mmf-om4,25.0,C08,dgx-c08-04,ib-rail5,N02,leaf-06,port32,ok
Reference Pod 1,530,mmf-om4,25.0,C08,dgx-c08-04,ib-rail6,N02,leaf-07,port32,ok
Reference Pod 1,531,mmf-om4,25.0,C08,dgx-c08-04,ib-rail7,N02,leaf-08,port32,ok
Reference Pod 1,850,mmf-om4,20.0,C08,dgx-c08-04,ib-storage0,S01,stor-fabric-01,port32,ok
Reference Pod 1,851,mmf-om4,20.0,C08,dgx-c08-04,ib-storage1,S01,stor-fabric-02,port32,ok
Reference Pod 1,922,mmf-om4,20.0,C08,dgx-c08-04,inband0,M01,inband-01,eth32,ok
Reference Pod 1,923,mmf-om4,20.0,C08,dgx-c08-04,inband1,M01,inband-02,eth32,ok
Reference Pod 1,196,power,,C08,pdu-c08-a,outlet1,C08,dgx-c08-01,psu1,
Reference Pod 1,197,power,,C08,pdu-c08-a,outlet2,C08,dgx-c08-01,psu2,
Reference Pod 1,202,power,,C08,pdu-c08-a,outlet3,C08,dgx-c08-02,psu1,
Reference Pod 1,203,power,,C08,pdu-c08-a,outlet4,C08,dgx-c08-02,psu2,
Reference Pod 1,208,power,,C08,pdu-c08-a,outlet5,C08,dgx-c08-03,psu1,
Reference Pod 1,209,power,,C08,pdu-c08-a,outlet6,C08,dgx-c08-03,psu2,
Reference Pod 1,214,power,,C08,pdu-c08-a,outlet7,C08,dgx-c08-04,psu1,
Reference Pod 1,215,power,,C08,pdu-c08-a,outlet8,C08,dgx-c08-04,psu2,
Reference Pod 1,198,power,,C08,pdu-c08-b,outlet1,C08,dgx-c08-01,psu3,
Reference Pod 1,199,power,,C08,pdu-c08-b,outlet2,C08,dgx-c08-01,psu4,
Reference Pod 1,204,power,,C08,pdu-c08-b,outlet3,C08,dgx-c08-02,psu3,
Reference Pod 1,205,power,,C08,pdu-c08-b,outlet4,C08,dgx-c08-02,psu4,
Reference Pod 1,210,power,,C08,pdu-c08-b,outlet5,C08,dgx-c08-03,psu3,
Reference Pod 1,211,power,,C08,pdu-c08-b,outlet6,C08,dgx-c08-03,psu4,
Reference Pod 1,216,power,,C08,pdu-c08-b,outlet7,C08,dgx-c08-04,psu3,
Reference Pod 1,217,power,,C08,pdu-c08-b,outlet8,C08,dgx-c08-04,psu4,
Reference Pod 1,200,power,,C08,pdu-c08-c,outlet1,C08,dgx-c08-01,psu5,
Reference Pod 1,201,power,,C08,pdu-c08-c,outlet2,C08,dgx-c08-01,psu6,
Reference Pod 1,206,power,,C08,pdu-c08-c,outlet3,C08,dgx-c08-02,psu5,
Reference Pod 1,207,power,,C08,pdu-c08-c,outlet4,C08,dgx-c08-02,psu6,
Reference Pod 1,212,power,,C08,pdu-c08-c,outlet5,C08,dgx-c08-03,psu5,
Reference Pod 1,213,power,,C08,pdu-c08-c,outlet6,C08,dgx-c08-03,psu6,
Reference Pod 1,218,power,,C08,pdu-c08-c,outlet7,C08,dgx-c08-04,psu5,
Reference Pod 1,219,power,,C08,pdu-c08-c,outlet8,C08,dgx-c08-04,psu6,
Reference Pod 1,250,power,,M01,(power feed),M01-A,M01,pdu-m01-a,input,
Reference Pod 1,251,power,,M01,(power feed),M01-B,M01,pdu-m01-b,input,
Reference Pod 1,252,power,,M01,(power feed),M01-C,M01,pdu-m01-c,input,
Reference Pod 1,253,power,,M01,pdu-m01-a,outlet1,M01,inband-01,psu1,
Reference Pod 1,258,power,,M01,pdu-m01-a,outlet2,M01,oob-01,psu2,
Reference Pod 1,259,power,,M01,pdu-m01-a,outlet3,M01,oob-02,psu1,
Reference Pod 1,971,power,,M01,pdu-m01-a,outlet4,M01,ufm-02,psu2,
Reference Pod 1,254,power,,M01,pdu-m01-b,outlet1,M01,inband-01,psu2,
Reference Pod 1,255,power,,M01,pdu-m01-b,outlet2,M01,inband-02,psu1,
Reference Pod 1,260,power,,M01,pdu-m01-b,outlet3,M01,oob-02,psu2,
Reference Pod 1,968,power,,M01,pdu-m01-b,outlet4,M01,ufm-01,psu1,
Reference Pod 1,256,power,,M01,pdu-m01-c,outlet1,M01,inband-02,psu2,
Reference Pod 1,257,power,,M01,pdu-m01-c,outlet2,M01,oob-01,psu1,
Reference Pod 1,969,power,,M01,pdu-m01-c,outlet3,M01,ufm-01,psu2,
Reference Pod 1,970,power,,M01,pdu-m01-c,outlet4,M01,ufm-02,psu1,
Reference Pod 1,972,cat6a,30.0,M01,ufm-01,eth0,M01,oob-01,eth20,
Reference Pod 1,973,cat6a,30.0,M01,ufm-02,eth0,M01,oob-02,eth20,
Reference Pod 1,220,power,,N01,(power feed),N01-A,N01,pdu-n01-a,input,
Reference Pod 1,221,power,,N01,(power feed),N01-B,N01,pdu-n01-b,input,
Reference Pod 1,222,power,,N01,(power feed),N01-C,N01,pdu-n01-c,input,
Reference Pod 1,532,aoc,5.0,N01,leaf-01,port33,N01,spine-01,port1,
Reference Pod 1,533,aoc,5.0,N01,leaf-01,port34,N01,spine-01,port2,
Reference Pod 1,534,aoc,5.0,N01,leaf-01,port35,N01,spine-01,port3,
Reference Pod 1,535,aoc,5.0,N01,leaf-01,port36,N01,spine-01,port4,
Reference Pod 1,536,aoc,5.0,N01,leaf-01,port37,N01,spine-01,port5,
Reference Pod 1,537,aoc,5.0,N01,leaf-01,port38,N01,spine-01,port6,
Reference Pod 1,538,aoc,5.0,N01,leaf-01,port39,N01,spine-01,port7,
Reference Pod 1,539,aoc,5.0,N01,leaf-01,port40,N01,spine-01,port8,
Reference Pod 1,540,aoc,5.0,N01,leaf-01,port41,N01,spine-02,port1,
Reference Pod 1,541,aoc,5.0,N01,leaf-01,port42,N01,spine-02,port2,
Reference Pod 1,542,aoc,5.0,N01,leaf-01,port43,N01,spine-02,port3,
Reference Pod 1,543,aoc,5.0,N01,leaf-01,port44,N01,spine-02,port4,
Reference Pod 1,544,aoc,5.0,N01,leaf-01,port45,N01,spine-02,port5,
Reference Pod 1,545,aoc,5.0,N01,leaf-01,port46,N01,spine-02,port6,
Reference Pod 1,546,aoc,5.0,N01,leaf-01,port47,N01,spine-02,port7,
Reference Pod 1,547,aoc,5.0,N01,leaf-01,port48,N01,spine-02,port8,
Reference Pod 1,548,aoc,5.0,N01,leaf-01,port49,N02,spine-03,port1,
Reference Pod 1,549,aoc,5.0,N01,leaf-01,port50,N02,spine-03,port2,
Reference Pod 1,550,aoc,5.0,N01,leaf-01,port51,N02,spine-03,port3,
Reference Pod 1,551,aoc,5.0,N01,leaf-01,port52,N02,spine-03,port4,
Reference Pod 1,552,aoc,5.0,N01,leaf-01,port53,N02,spine-03,port5,
Reference Pod 1,553,aoc,5.0,N01,leaf-01,port54,N02,spine-03,port6,
Reference Pod 1,554,aoc,5.0,N01,leaf-01,port55,N02,spine-03,port7,
Reference Pod 1,555,aoc,5.0,N01,leaf-01,port56,N02,spine-03,port8,
Reference Pod 1,556,aoc,5.0,N01,leaf-01,port57,N02,spine-04,port1,
Reference Pod 1,557,aoc,5.0,N01,leaf-01,port58,N02,spine-04,port2,
Reference Pod 1,558,aoc,5.0,N01,leaf-01,port59,N02,spine-04,port3,
Reference Pod 1,559,aoc,5.0,N01,leaf-01,port60,N02,spine-04,port4,
Reference Pod 1,560,aoc,5.0,N01,leaf-01,port61,N02,spine-04,port5,
Reference Pod 1,561,aoc,5.0,N01,leaf-01,port62,N02,spine-04,port6,
Reference Pod 1,562,aoc,5.0,N01,leaf-01,port63,N02,spine-04,port7,
Reference Pod 1,563,aoc,5.0,N01,leaf-01,port64,N02,spine-04,port8,
Reference Pod 1,564,aoc,5.0,N01,leaf-02,port33,N01,spine-01,port9,
Reference Pod 1,565,aoc,5.0,N01,leaf-02,port34,N01,spine-01,port10,
Reference Pod 1,566,aoc,5.0,N01,leaf-02,port35,N01,spine-01,port11,
Reference Pod 1,567,aoc,5.0,N01,leaf-02,port36,N01,spine-01,port12,
Reference Pod 1,568,aoc,5.0,N01,leaf-02,port37,N01,spine-01,port13,
Reference Pod 1,569,aoc,5.0,N01,leaf-02,port38,N01,spine-01,port14,
Reference Pod 1,570,aoc,5.0,N01,leaf-02,port39,N01,spine-01,port15,
Reference Pod 1,571,aoc,5.0,N01,leaf-02,port40,N01,spine-01,port16,
Reference Pod 1,572,aoc,5.0,N01,leaf-02,port41,N01,spine-02,port9,
Reference Pod 1,573,aoc,5.0,N01,leaf-02,port42,N01,spine-02,port10,
Reference Pod 1,574,aoc,5.0,N01,leaf-02,port43,N01,spine-02,port11,
Reference Pod 1,575,aoc,5.0,N01,leaf-02,port44,N01,spine-02,port12,
Reference Pod 1,576,aoc,5.0,N01,leaf-02,port45,N01,spine-02,port13,
Reference Pod 1,577,aoc,5.0,N01,leaf-02,port46,N01,spine-02,port14,
Reference Pod 1,578,aoc,5.0,N01,leaf-02,port47,N01,spine-02,port15,
Reference Pod 1,579,aoc,5.0,N01,leaf-02,port48,N01,spine-02,port16,
Reference Pod 1,580,aoc,5.0,N01,leaf-02,port49,N02,spine-03,port9,
Reference Pod 1,581,aoc,5.0,N01,leaf-02,port50,N02,spine-03,port10,
Reference Pod 1,582,aoc,5.0,N01,leaf-02,port51,N02,spine-03,port11,
Reference Pod 1,583,aoc,5.0,N01,leaf-02,port52,N02,spine-03,port12,
Reference Pod 1,584,aoc,5.0,N01,leaf-02,port53,N02,spine-03,port13,
Reference Pod 1,585,aoc,5.0,N01,leaf-02,port54,N02,spine-03,port14,
Reference Pod 1,586,aoc,5.0,N01,leaf-02,port55,N02,spine-03,port15,
Reference Pod 1,587,aoc,5.0,N01,leaf-02,port56,N02,spine-03,port16,
Reference Pod 1,588,aoc,5.0,N01,leaf-02,port57,N02,spine-04,port9,
Reference Pod 1,589,aoc,5.0,N01,leaf-02,port58,N02,spine-04,port10,
Reference Pod 1,590,aoc,5.0,N01,leaf-02,port59,N02,spine-04,port11,
Reference Pod 1,591,aoc,5.0,N01,leaf-02,port60,N02,spine-04,port12,
Reference Pod 1,592,aoc,5.0,N01,leaf-02,port61,N02,spine-04,port13,
Reference Pod 1,593,aoc,5.0,N01,leaf-02,port62,N02,spine-04,port14,
Reference Pod 1,594,aoc,5.0,N01,leaf-02,port63,N02,spine-04,port15,
Reference Pod 1,595,aoc,5.0,N01,leaf-02,port64,N02,spine-04,port16,
Reference Pod 1,596,aoc,5.0,N01,leaf-03,port33,N01,spine-01,port17,
Reference Pod 1,597,aoc,5.0,N01,leaf-03,port34,N01,spine-01,port18,
Reference Pod 1,598,aoc,5.0,N01,leaf-03,port35,N01,spine-01,port19,
Reference Pod 1,599,aoc,5.0,N01,leaf-03,port36,N01,spine-01,port20,
Reference Pod 1,600,aoc,5.0,N01,leaf-03,port37,N01,spine-01,port21,
Reference Pod 1,601,aoc,5.0,N01,leaf-03,port38,N01,spine-01,port22,
Reference Pod 1,602,aoc,5.0,N01,leaf-03,port39,N01,spine-01,port23,
Reference Pod 1,603,aoc,5.0,N01,leaf-03,port40,N01,spine-01,port24,
Reference Pod 1,604,aoc,5.0,N01,leaf-03,port41,N01,spine-02,port17,
Reference Pod 1,605,aoc,5.0,N01,leaf-03,port42,N01,spine-02,port18,
Reference Pod 1,606,aoc,5.0,N01,leaf-03,port43,N01,spine-02,port19,
Reference Pod 1,607,aoc,5.0,N01,leaf-03,port44,N01,spine-02,port20,
Reference Pod 1,608,aoc,5.0,N01,leaf-03,port45,N01,spine-02,port21,
Reference Pod 1,609,aoc,5.0,N01,leaf-03,port46,N01,spine-02,port22,
Reference Pod 1,610,aoc,5.0,N01,leaf-03,port47,N01,spine-02,port23,
Reference Pod 1,611,aoc,5.0,N01,leaf-03,port48,N01,spine-02,port24,
Reference Pod 1,612,aoc,5.0,N01,leaf-03,port49,N02,spine-03,port17,
Reference Pod 1,613,aoc,5.0,N01,leaf-03,port50,N02,spine-03,port18,
Reference Pod 1,614,aoc,5.0,N01,leaf-03,port51,N02,spine-03,port19,
Reference Pod 1,615,aoc,5.0,N01,leaf-03,port52,N02,spine-03,port20,
Reference Pod 1,616,aoc,5.0,N01,leaf-03,port53,N02,spine-03,port21,
Reference Pod 1,617,aoc,5.0,N01,leaf-03,port54,N02,spine-03,port22,
Reference Pod 1,618,aoc,5.0,N01,leaf-03,port55,N02,spine-03,port23,
Reference Pod 1,619,aoc,5.0,N01,leaf-03,port56,N02,spine-03,port24,
Reference Pod 1,620,aoc,5.0,N01,leaf-03,port57,N02,spine-04,port17,
Reference Pod 1,621,aoc,5.0,N01,leaf-03,port58,N02,spine-04,port18,
Reference Pod 1,622,aoc,5.0,N01,leaf-03,port59,N02,spine-04,port19,
Reference Pod 1,623,aoc,5.0,N01,leaf-03,port60,N02,spine-04,port20,
Reference Pod 1,624,aoc,5.0,N01,leaf-03,port61,N02,spine-04,port21,
Reference Pod 1,625,aoc,5.0,N01,leaf-03,port62,N02,spine-04,port22,
Reference Pod 1,626,aoc,5.0,N01,leaf-03,port63,N02,spine-04,port23,
Reference Pod 1,627,aoc,5.0,N01,leaf-03,port64,N02,spine-04,port24,
Reference Pod 1,628,aoc,5.0,N01,leaf-04,port33,N01,spine-01,port25,
Reference Pod 1,629,aoc,5.0,N01,leaf-04,port34,N01,spine-01,port26,
Reference Pod 1,630,aoc,5.0,N01,leaf-04,port35,N01,spine-01,port27,
Reference Pod 1,631,aoc,5.0,N01,leaf-04,port36,N01,spine-01,port28,
Reference Pod 1,632,aoc,5.0,N01,leaf-04,port37,N01,spine-01,port29,
Reference Pod 1,633,aoc,5.0,N01,leaf-04,port38,N01,spine-01,port30,
Reference Pod 1,634,aoc,5.0,N01,leaf-04,port39,N01,spine-01,port31,
Reference Pod 1,635,aoc,5.0,N01,leaf-04,port40,N01,spine-01,port32,
Reference Pod 1,636,aoc,5.0,N01,leaf-04,port41,N01,spine-02,port25,
Reference Pod 1,637,aoc,5.0,N01,leaf-04,port42,N01,spine-02,port26,
Reference Pod 1,638,aoc,5.0,N01,leaf-04,port43,N01,spine-02,port27,
Reference Pod 1,639,aoc,5.0,N01,leaf-04,port44,N01,spine-02,port28,
Reference Pod 1,640,aoc,5.0,N01,leaf-04,port45,N01,spine-02,port29,
Reference Pod 1,641,aoc,5.0,N01,leaf-04,port46,N01,spine-02,port30,
Reference Pod 1,642,aoc,5.0,N01,leaf-04,port47,N01,spine-02,port31,
Reference Pod 1,643,aoc,5.0,N01,leaf-04,port48,N01,spine-02,port32,
Reference Pod 1,644,aoc,5.0,N01,leaf-04,port49,N02,spine-03,port25,
Reference Pod 1,645,aoc,5.0,N01,leaf-04,port50,N02,spine-03,port26,
Reference Pod 1,646,aoc,5.0,N01,leaf-04,port51,N02,spine-03,port27,
Reference Pod 1,647,aoc,5.0,N01,leaf-04,port52,N02,spine-03,port28,
Reference Pod 1,648,aoc,5.0,N01,leaf-04,port53,N02,spine-03,port29,
Reference Pod 1,649,aoc,5.0,N01,leaf-04,port54,N02,spine-03,port30,
Reference Pod 1,650,aoc,5.0,N01,leaf-04,port55,N02,spine-03,port31,
Reference Pod 1,651,aoc,5.0,N01,leaf-04,port56,N02,spine-03,port32,
Reference Pod 1,652,aoc,5.0,N01,leaf-04,port57,N02,spine-04,port25,
Reference Pod 1,653,aoc,5.0,N01,leaf-04,port58,N02,spine-04,port26,
Reference Pod 1,654,aoc,5.0,N01,leaf-04,port59,N02,spine-04,port27,
Reference Pod 1,655,aoc,5.0,N01,leaf-04,port60,N02,spine-04,port28,
Reference Pod 1,656,aoc,5.0,N01,leaf-04,port61,N02,spine-04,port29,
Reference Pod 1,657,aoc,5.0,N01,leaf-04,port62,N02,spine-04,port30,
Reference Pod 1,658,aoc,5.0,N01,leaf-04,port63,N02,spine-04,port31,
Reference Pod 1,659,aoc,5.0,N01,leaf-04,port64,N02,spine-04,port32,
Reference Pod 1,223,power,,N01,pdu-n01-a,outlet1,N01,leaf-01,psu1,
Reference Pod 1,228,power,,N01,pdu-n01-a,outlet2,N01,leaf-03,psu2,
Reference Pod 1,229,power,,N01,pdu-n01-a,outlet3,N01,leaf-04,psu1,
Reference Pod 1,234,power,,N01,pdu-n01-a,outlet4,N01,spine-02,psu2,
Reference Pod 1,224,power,,N01,pdu-n01-b,outlet1,N01,leaf-01,psu2,
Reference Pod 1,225,power,,N01,pdu-n01-b,outlet2,N01,leaf-02,psu1,
Reference Pod 1,230,power,,N01,pdu-n01-b,outlet3,N01,leaf-04,psu2,
Reference Pod 1,231,power,,N01,pdu-n01-b,outlet4,N01,spine-01,psu1,
Reference Pod 1,226,power,,N01,pdu-n01-c,outlet1,N01,leaf-02,psu2,
Reference Pod 1,227,power,,N01,pdu-n01-c,outlet2,N01,leaf-03,psu1,
Reference Pod 1,232,power,,N01,pdu-n01-c,outlet3,N01,spine-01,psu2,
Reference Pod 1,233,power,,N01,pdu-n01-c,outlet4,N01,spine-02,psu1,
Reference Pod 1,235,power,,N02,(power feed),N02-A,N02,pdu-n02-a,input,
Reference Pod 1,236,power,,N02,(power feed),N02-B,N02,pdu-n02-b,input,
Reference Pod 1,237,power,,N02,(power feed),N02-C,N02,pdu-n02-c,input,
Reference Pod 1,660,aoc,5.0,N02,leaf-05,port33,N01,spine-01,port33,
Reference Pod 1,661,aoc,5.0,N02,leaf-05,port34,N01,spine-01,port34,
Reference Pod 1,662,aoc,5.0,N02,leaf-05,port35,N01,spine-01,port35,
Reference Pod 1,663,aoc,5.0,N02,leaf-05,port36,N01,spine-01,port36,
Reference Pod 1,664,aoc,5.0,N02,leaf-05,port37,N01,spine-01,port37,
Reference Pod 1,665,aoc,5.0,N02,leaf-05,port38,N01,spine-01,port38,
Reference Pod 1,666,aoc,5.0,N02,leaf-05,port39,N01,spine-01,port39,
Reference Pod 1,667,aoc,5.0,N02,leaf-05,port40,N01,spine-01,port40,
Reference Pod 1,668,aoc,5.0,N02,leaf-05,port41,N01,spine-02,port33,
Reference Pod 1,669,aoc,5.0,N02,leaf-05,port42,N01,spine-02,port34,
Reference Pod 1,670,aoc,5.0,N02,leaf-05,port43,N01,spine-02,port35,
Reference Pod 1,671,aoc,5.0,N02,leaf-05,port44,N01,spine-02,port36,
Reference Pod 1,672,aoc,5.0,N02,leaf-05,port45,N01,spine-02,port37,
Reference Pod 1,673,aoc,5.0,N02,leaf-05,port46,N01,spine-02,port38,
Reference Pod 1,674,aoc,5.0,N02,leaf-05,port47,N01,spine-02,port39,
Reference Pod 1,675,aoc,5.0,N02,leaf-05,port48,N01,spine-02,port40,
Reference Pod 1,676,aoc,5.0,N02,leaf-05,port49,N02,spine-03,port33,
Reference Pod 1,677,aoc,5.0,N02,leaf-05,port50,N02,spine-03,port34,
Reference Pod 1,678,aoc,5.0,N02,leaf-05,port51,N02,spine-03,port35,
Reference Pod 1,679,aoc,5.0,N02,leaf-05,port52,N02,spine-03,port36,
Reference Pod 1,680,aoc,5.0,N02,leaf-05,port53,N02,spine-03,port37,
Reference Pod 1,681,aoc,5.0,N02,leaf-05,port54,N02,spine-03,port38,
Reference Pod 1,682,aoc,5.0,N02,leaf-05,port55,N02,spine-03,port39,
Reference Pod 1,683,aoc,5.0,N02,leaf-05,port56,N02,spine-03,port40,
Reference Pod 1,684,aoc,5.0,N02,leaf-05,port57,N02,spine-04,port33,
Reference Pod 1,685,aoc,5.0,N02,leaf-05,port58,N02,spine-04,port34,
Reference Pod 1,686,aoc,5.0,N02,leaf-05,port59,N02,spine-04,port35,
Reference Pod 1,687,aoc,5.0,N02,leaf-05,port60,N02,spine-04,port36,
Reference Pod 1,688,aoc,5.0,N02,leaf-05,port61,N02,spine-04,port37,
Reference Pod 1,689,aoc,5.0,N02,leaf-05,port62,N02,spine-04,port38,
Reference Pod 1,690,aoc,5.0,N02,leaf-05,port63,N02,spine-04,port39,
Reference Pod 1,691,aoc,5.0,N02,leaf-05,port64,N02,spine-04,port40,
Reference Pod 1,692,aoc,5.0,N02,leaf-06,port33,N01,spine-01,port41,
