cable_id,type,length_m,a_rack,a_device,a_termination,b_rack,b_device,b_termination,reach_check
255,power,,M01,pdu-m01-b,outlet2,M01,inband-02,psu1,
260,power,,M01,pdu-m01-b,outlet3,M01,oob-02,psu2,
256,power,,M01,pdu-m01-c,outlet1,M01,inband-02,psu2,
257,power,,M01,pdu-m01-c,outlet2,M01,oob-01,psu1,
220,power,,N01,(power feed),N01-A,N01,pdu-n01-a,input,
221,power,,N01,(power feed),N01-B,N01,pdu-n01-b,input,
222,power,,N01,(power feed),N01-C,N01,pdu-n01-c,input,
532,aoc,5.0,N01,leaf-01,port33,N01,spine-01,port1,
533,aoc,5.0,N01,leaf-01,port34,N01,spine-01,port2,
534,aoc,5.0,N01,leaf-01,port35,N01,spine-01,port3,
535,aoc,5.0,N01,leaf-01,port36,N01,spine-01,port4,
536,aoc,5.0,N01,leaf-01,port37,N01,spine-01,port5,
537,aoc,5.0,N01,leaf-01,port38,N01,spine-01,port6,
538,aoc,5.0,N01,leaf-01,port39,N01,spine-01,port7,
539,aoc,5.0,N01,leaf-01,port40,N01,spine-01,port8,
540,aoc,5.0,N01,leaf-01,port41,N01,spine-02,port1,
541,aoc,5.0,N01,leaf-01,port42,N01,spine-02,port2,
542,aoc,5.0,N01,leaf-01,port43,N01,spine-02,port3,
543,aoc,5.0,N01,leaf-01,port44,N01,spine-02,port4,
544,aoc,5.0,N01,leaf-01,port45,N01,spine-02,port5,
545,aoc,5.0,N01,leaf-01,port46,N01,spine-02,port6,
546,aoc,5.0,N01,leaf-01,port47,N01,spine-02,port7,
547,aoc,5.0,N01,leaf-01,port48,N01,spine-02,port8,
548,aoc,5.0,N01,leaf-01,port49,N02,spine-03,port1,
549,aoc,5.0,N01,leaf-01,port50,N02,spine-03,port2,
550,aoc,5.0,N01,leaf-01,port51,N02,spine-03,port3,
551,aoc,5.0,N01,leaf-01,port52,N02,spine-03,port4,
552,aoc,5.0,N01,leaf-01,port53,N02,spine-03,port5,
553,aoc,5.0,N01,leaf-01,port54,N02,spine-03,port6,
554,aoc,5.0,N01,leaf-01,port55,N02,spine-03,port7,
555,aoc,5.0,N01,leaf-01,port56,N02,spine-03,port8,
556,aoc,5.0,N01,leaf-01,port57,N02,spine-04,port1,
557,aoc,5.0,N01,leaf-01,port58,N02,spine-04,port2,
558,aoc,5.0,N01,leaf-01,port59,N02,spine-04,port3,
559,aoc,5.0,N01,leaf-01,port60,N02,spine-04,port4,
560,aoc,5.0,N01,leaf-01,port61,N02,spine-04,port5,
561,aoc,5.0,N01,leaf-01,port62,N02,spine-04,port6,
562,aoc,5.0,N01,leaf-01,port63,N02,spine-04,port7,
563,aoc,5.0,N01,leaf-01,port64,N02,spine-04,port8,
564,aoc,5.0,N01,leaf-02,port33,N01,spine-01,port9,
565,aoc,5.0,N01,leaf-02,port34,N01,spine-01,port10,
566,aoc,5.0,N01,leaf-02,port35,N01,spine-01,port11,
567,aoc,5.0,N01,leaf-02,port36,N01,spine-01,port12,
568,aoc,5.0,N01,leaf-02,port37,N01,spine-01,port13,
569,aoc,5.0,N01,leaf-02,port38,N01,spine-01,port14,
570,aoc,5.0,N01,leaf-02,port39,N01,spine-01,port15,
571,aoc,5.0,N01,leaf-02,port40,N01,spine-01,port16,
572,aoc,5.0,N01,leaf-02,port41,N01,spine-02,port9,
573,aoc,5.0,N01,leaf-02,port42,N01,spine-02,port10,
574,aoc,5.0,N01,leaf-02,port43,N01,spine-02,port11,
575,aoc,5.0,N01,leaf-02,port44,N01,spine-02,port12,
576,aoc,5.0,N01,leaf-02,port45,N01,spine-02,port13,
577,aoc,5.0,N01,leaf-02,port46,N01,spine-02,port14,
578,aoc,5.0,N01,leaf-02,port47,N01,spine-02,port15,
579,aoc,5.0,N01,leaf-02,port48,N01,spine-02,port16,
580,aoc,5.0,N01,leaf-02,port49,N02,spine-03,port9,
581,aoc,5.0,N01,leaf-02,port50,N02,spine-03,port10,
582,aoc,5.0,N01,leaf-02,port51,N02,spine-03,port11,
583,aoc,5.0,N01,leaf-02,port52,N02,spine-03,port12,
584,aoc,5.0,N01,leaf-02,port53,N02,spine-03,port13,
585,aoc,5.0,N01,leaf-02,port54,N02,spine-03,port14,
586,aoc,5.0,N01,leaf-02,port55,N02,spine-03,port15,
587,aoc,5.0,N01,leaf-02,port56,N02,spine-03,port16,
588,aoc,5.0,N01,leaf-02,port57,N02,spine-04,port9,
589,aoc,5.0,N01,leaf-02,port58,N02,spine-04,port10,
590,aoc,5.0,N01,leaf-02,port59,N02,spine-04,port11,
591,aoc,5.0,N01,leaf-02,port60,N02,spine-04,port12,
592,aoc,5.0,N01,leaf-02,port61,N02,spine-04,port13,
593,aoc,5.0,N01,leaf-02,port62,N02,spine-04,port14,
594,aoc,5.0,N01,leaf-02,port63,N02,spine-04,port15,
595,aoc,5.0,N01,leaf-02,port64,N02,spine-04,port16,
596,aoc,5.0,N01,leaf-03,port33,N01,spine-01,port17,
597,aoc,5.0,N01,leaf-03,port34,N01,spine-01,port18,
598,aoc,5.0,N01,leaf-03,port35,N01,spine-01,port19,
599,aoc,5.0,N01,leaf-03,port36,N01,spine-01,port20,
600,aoc,5.0,N01,leaf-03,port37,N01,spine-01,port21,
601,aoc,5.0,N01,leaf-03,port38,N01,spine-01,port22,
602,aoc,5.0,N01,leaf-03,port39,N01,spine-01,port23,
603,aoc,5.0,N01,leaf-03,port40,N01,spine-01,port24,
604,aoc,5.0,N01,leaf-03,port41,N01,spine-02,port17,
605,aoc,5.0,N01,leaf-03,port42,N01,spine-02,port18,
606,aoc,5.0,N01,leaf-03,port43,N01,spine-02,port19,
607,aoc,5.0,N01,leaf-03,port44,N01,spine-02,port20,
608,aoc,5.0,N01,leaf-03,port45,N01,spine-02,port21,
609,aoc,5.0,N01,leaf-03,port46,N01,spine-02,port22,
610,aoc,5.0,N01,leaf-03,port47,N01,spine-02,port23,
611,aoc,5.0,N01,leaf-03,port48,N01,spine-02,port24,
612,aoc,5.0,N01,leaf-03,port49,N02,spine-03,port17,
613,aoc,5.0,N01,leaf-03,port50,N02,spine-03,port18,
614,aoc,5.0,N01,leaf-03,port51,N02,spine-03,port19,
615,aoc,5.0,N01,leaf-03,port52,N02,spine-03,port20,
616,aoc,5.0,N01,leaf-03,port53,N02,spine-03,port21,
617,aoc,5.0,N01,leaf-03,port54,N02,spine-03,port22,
618,aoc,5.0,N01,leaf-03,port55,N02,spine-03,port23,
619,aoc,5.0,N01,leaf-03,port56,N02,spine-03,port24,
620,aoc,5.0,N01,leaf-03,port57,N02,spine-04,port17,
621,aoc,5.0,N01,leaf-03,port58,N02,spine-04,port18,
622,aoc,5.0,N01,leaf-03,port59,N02,spine-04,port19,
623,aoc,5.0,N01,leaf-03,port60,N02,spine-04,port20,
624,aoc,5.0,N01,leaf-03,port61,N02,spine-04,port21,
625,aoc,5.0,N01,leaf-03,port62,N02,spine-04,port22,
626,aoc,5.0,N01,leaf-03,port63,N02,spine-04,port23,
627,aoc,5.0,N01,leaf-03,port64,N02,spine-04,port24,
628,aoc,5.0,N01,leaf-04,port33,N01,spine-01,port25,
629,aoc,5.0,N01,leaf-04,port34,N01,spine-01,port26,
630,aoc,5.0,N01,leaf-04,port35,N01,spine-01,port27,
631,aoc,5.0,N01,leaf-04,port36,N01,spine-01,port28,
632,aoc,5.0,N01,leaf-04,port37,N01,spine-01,port29,
633,aoc,5.0,N01,leaf-04,port38,N01,spine-01,port30,
634,aoc,5.0,N01,leaf-04,port39,N01,spine-01,port31,
635,aoc,5.0,N01,leaf-04,port40,N01,spine-01,port32,
636,aoc,5.0,N01,leaf-04,port41,N01,spine-02,port25,
637,aoc,5.0,N01,leaf-04,port42,N01,spine-02,port26,
638,aoc,5.0,N01,leaf-04,port43,N01,spine-02,port27,
639,aoc,5.0,N01,leaf-04,port44,N01,spine-02,port28,
640,aoc,5.0,N01,leaf-04,port45,N01,spine-02,port29,
641,aoc,5.0,N01,leaf-04,port46,N01,spine-02,port30,
642,aoc,5.0,N01,leaf-04,port47,N01,spine-02,port31,
643,aoc,5.0,N01,leaf-04,port48,N01,spine-02,port32,
644,aoc,5.0,N01,leaf-04,port49,N02,spine-03,port25,
645,aoc,5.0,N01,leaf-04,port50,N02,spine-03,port26,
646,aoc,5.0,N01,leaf-04,port51,N02,spine-03,port27,
647,aoc,5.0,N01,leaf-04,port52,N02,spine-03,port28,
648,aoc,5.0,N01,leaf-04,port53,N02,spine-03,port29,
649,aoc,5.0,N01,leaf-04,port54,N02,spine-03,port30,
650,aoc,5.0,N01,leaf-04,port55,N02,spine-03,port31,
651,aoc,5.0,N01,leaf-04,port56,N02,spine-03,port32,
652,aoc,5.0,N01,leaf-04,port57,N02,spine-04,port25,
653,aoc,5.0,N01,leaf-04,port58,N02,spine-04,port26,
654,aoc,5.0,N01,leaf-04,port59,N02,spine-04,port27,
655,aoc,5.0,N01,leaf-04,port60,N02,spine-04,port28,
656,aoc,5.0,N01,leaf-04,port61,N02,spine-04,port29,
657,aoc,5.0,N01,leaf-04,port62,N02,spine-04,port30,
658,aoc,5.0,N01,leaf-04,port63,N02,spine-04,port31,
659,aoc,5.0,N01,leaf-04,port64,N02,spine-04,port32,
223,power,,N01,pdu-n01-a,outlet1,N01,leaf-01,psu1,
228,power,,N01,pdu-n01-a,outlet2,N01,leaf-03,psu2,
229,power,,N01,pdu-n01-a,outlet3,N01,leaf-04,psu1,
234,power,,N01,pdu-n01-a,outlet4,N01,spine-02,psu2,
224,power,,N01,pdu-n01-b,outlet1,N01,leaf-01,psu2,
225,power,,N01,pdu-n01-b,outlet2,N01,leaf-02,psu1,
230,power,,N01,pdu-n01-b,outlet3,N01,leaf-04,psu2,
231,power,,N01,pdu-n01-b,outlet4,N01,spine-01,psu1,
226,power,,N01,pdu-n01-c,outlet1,N01,leaf-02,psu2,
227,power,,N01,pdu-n01-c,outlet2,N01,leaf-03,psu1,
232,power,,N01,pdu-n01-c,outlet3,N01,spine-01,psu2,
233,power,,N01,pdu-n01-c,outlet4,N01,spine-02,psu1,
235,power,,N02,(power feed),N02-A,N02,pdu-n02-a,input,
236,power,,N02,(power feed),N02-B,N02,pdu-n02-b,input,
237,power,,N02,(power feed),N02-C,N02,pdu-n02-c,input,
660,aoc,5.0,N02,leaf-05,port33,N01,spine-01,port33,
661,aoc,5.0,N02,leaf-05,port34,N01,spine-01,port34,
662,aoc,5.0,N02,leaf-05,port35,N01,spine-01,port35,
663,aoc,5.0,N02,leaf-05,port36,N01,spine-01,port36,
664,aoc,5.0,N02,leaf-05,port37,N01,spine-01,port37,
665,aoc,5.0,N02,leaf-05,port38,N01,spine-01,port38,
666,aoc,5.0,N02,leaf-05,port39,N01,spine-01,port39,
667,aoc,5.0,N02,leaf-05,port40,N01,spine-01,port40,
668,aoc,5.0,N02,leaf-05,port41,N01,spine-02,port33,
669,aoc,5.0,N02,leaf-05,port42,N01,spine-02,port34,
670,aoc,5.0,N02,leaf-05,port43,N01,spine-02,port35,
671,aoc,5.0,N02,leaf-05,port44,N01,spine-02,port36,
672,aoc,5.0,N02,leaf-05,port45,N01,spine-02,port37,
673,aoc,5.0,N02,leaf-05,port46,N01,spine-02,port38,
674,aoc,5.0,N02,leaf-05,port47,N01,spine-02,port39,
675,aoc,5.0,N02,leaf-05,port48,N01,spine-02,port40,
676,aoc,5.0,N02,leaf-05,port49,N02,spine-03,port33,
677,aoc,5.0,N02,leaf-05,port50,N02,spine-03,port34,
678,aoc,5.0,N02,leaf-05,port51,N02,spine-03,port35,
679,aoc,5.0,N02,leaf-05,port52,N02,spine-03,port36,
680,aoc,5.0,N02,leaf-05,port53,N02,spine-03,port37,
681,aoc,5.0,N02,leaf-05,port54,N02,spine-03,port38,
682,aoc,5.0,N02,leaf-05,port55,N02,spine-03,port39,
683,aoc,5.0,N02,leaf-05,port56,N02,spine-03,port40,
684,aoc,5.0,N02,leaf-05,port57,N02,spine-04,port33,
685,aoc,5.0,N02,leaf-05,port58,N02,spine-04,port34,
686,aoc,5.0,N02,leaf-05,port59,N02,spine-04,port35,
687,aoc,5.0,N02,leaf-05,port60,N02,spine-04,port36,
688,aoc,5.0,N02,leaf-05,port61,N02,spine-04,port37,
689,aoc,5.0,N02,leaf-05,port62,N02,spine-04,port38,
690,aoc,5.0,N02,leaf-05,port63,N02,spine-04,port39,
691,aoc,5.0,N02,leaf-05,port64,N02,spine-04,port40,
692,aoc,5.0,N02,leaf-06,port33,N01,spine-01,port41,
693,aoc,5.0,N02,leaf-06,port34,N01,spine-01,port42,
694,aoc,5.0,N02,leaf-06,port35,N01,spine-01,port43,
695,aoc,5.0,N02,leaf-06,port36,N01,spine-01,port44,
696,aoc,5.0,N02,leaf-06,port37,N01,spine-01,port45,
697,aoc,5.0,N02,leaf-06,port38,N01,spine-01,port46,
698,aoc,5.0,N02,leaf-06,port39,N01,spine-01,port47,
699,aoc,5.0,N02,leaf-06,port40,N01,spine-01,port48,
700,aoc,5.0,N02,leaf-06,port41,N01,spine-02,port41,
701,aoc,5.0,N02,leaf-06,port42,N01,spine-02,port42,
702,aoc,5.0,N02,leaf-06,port43,N01,spine-02,port43,
703,aoc,5.0,N02,leaf-06,port44,N01,spine-02,port44,
704,aoc,5.0,N02,leaf-06,port45,N01,spine-02,port45,
705,aoc,5.0,N02,leaf-06,port46,N01,spine-02,port46,
706,aoc,5.0,N02,leaf-06,port47,N01,spine-02,port47,
707,aoc,5.0,N02,leaf-06,port48,N01,spine-02,port48,
708,aoc,5.0,N02,leaf-06,port49,N02,spine-03,port41,
709,aoc,5.0,N02,leaf-06,port50,N02,spine-03,port42,
710,aoc,5.0,N02,leaf-06,port51,N02,spine-03,port43,
711,aoc,5.0,N02,leaf-06,port52,N02,spine-03,port44,
712,aoc,5.0,N02,leaf-06,port53,N02,spine-03,port45,
713,aoc,5.0,N02,leaf-06,port54,N02,spine-03,port46,
714,aoc,5.0,N02,leaf-06,port55,N02,spine-03,port47,
715,aoc,5.0,N02,leaf-06,port56,N02,spine-03,port48,
716,aoc,5.0,N02,leaf-06,port57,N02,spine-04,port41,
717,aoc,5.0,N02,leaf-06,port58,N02,spine-04,port42,
718,aoc,5.0,N02,leaf-06,port59,N02,spine-04,port43,
719,aoc,5.0,N02,leaf-06,port60,N02,spine-04,port44,
720,aoc,5.0,N02,leaf-06,port61,N02,spine-04,port45,
721,aoc,5.0,N02,leaf-06,port62,N02,spine-04,port46,
722,aoc,5.0,N02,leaf-06,port63,N02,spine-04,port47,
723,aoc,5.0,N02,leaf-06,port64,N02,spine-04,port48,
724,aoc,5.0,N02,leaf-07,port33,N01,spine-01,port49,
725,aoc,5.0,N02,leaf-07,port34,N01,spine-01,port50,
726,aoc,5.0,N02,leaf-07,port35,N01,spine-01,port51,
727,aoc,5.0,N02,leaf-07,port36,N01,spine-01,port52,
728,aoc,5.0,N02,leaf-07,port37,N01,spine-01,port53,
729,aoc,5.0,N02,leaf-07,port38,N01,spine-01,port54,
730,aoc,5.0,N02,leaf-07,port39,N01,spine-01,port55,
731,aoc,5.0,N02,leaf-07,port40,N01,spine-01,port56,
732,aoc,5.0,N02,leaf-07,port41,N01,spine-02,port49,
733,aoc,5.0,N02,leaf-07,port42,N01,spine-02,port50,
734,aoc,5.0,N02,leaf-07,port43,N01,spine-02,port51,
735,aoc,5.0,N02,leaf-07,port44,N01,spine-02,port52,
736,aoc,5.0,N02,leaf-07,port45,N01,spine-02,port53,
737,aoc,5.0,N02,leaf-07,port46,N01,spine-02,port54,
738,aoc,5.0,N02,leaf-07,port47,N01,spine-02,port55,
739,aoc,5.0,N02,leaf-07,port48,N01,spine-02,port56,
740,aoc,5.0,N02,leaf-07,port49,N02,spine-03,port49,
741,aoc,5.0,N02,leaf-07,port50,N02,spine-03,port50,
742,aoc,5.0,N02,leaf-07,port51,N02,spine-03,port51,
743,aoc,5.0,N02,leaf-07,port52,N02,spine-03,port52,
744,aoc,5.0,N02,leaf-07,port53,N02,spine-03,port53,
745,aoc,5.0,N02,leaf-07,port54,N02,spine-03,port54,
746,aoc,5.0,N02,leaf-07,port55,N02,spine-03,port55,
747,aoc,5.0,N02,leaf-07,port56,N02,spine-03,port56,
748,aoc,5.0,N02,leaf-07,port57,N02,spine-04,port49,
749,aoc,5.0,N02,leaf-07,port58,N02,spine-04,port50,
750,aoc,5.0,N02,leaf-07,port59,N02,spine-04,port51,
751,aoc,5.0,N02,leaf-07,port60,N02,spine-04,port52,
752,aoc,5.0,N02,leaf-07,port61,N02,spine-04,port53,
753,aoc,5.0,N02,leaf-07,port62,N02,spine-04,port54,
754,aoc,5.0,N02,leaf-07,port63,N02,spine-04,port55,
755,aoc,5.0,N02,leaf-07,port64,N02,spine-04,port56,
756,aoc,5.0,N02,leaf-08,port33,N01,spine-01,port57,
757,aoc,5.0,N02,leaf-08,port34,N01,spine-01,port58,
758,aoc,5.0,N02,leaf-08,port35,N01,spine-01,port59,
759,aoc,5.0,N02,leaf-08,port36,N01,spine-01,port60,
760,aoc,5.0,N02,leaf-08,port37,N01,spine-01,port61,
761,aoc,5.0,N02,leaf-08,port38,N01,spine-01,port62,
762,aoc,5.0,N02,leaf-08,port39,N01,spine-01,port63,
763,aoc,5.0,N02,leaf-08,port40,N01,spine-01,port64,
764,aoc,5.0,N02,leaf-08,port41,N01,spine-02,port57,
765,aoc,5.0,N02,leaf-08,port42,N01,spine-02,port58,
766,aoc,5.0,N02,leaf-08,port43,N01,spine-02,port59,
767,aoc,5.0,N02,leaf-08,port44,N01,spine-02,port60,
768,aoc,5.0,N02,leaf-08,port45,N01,spine-02,port61,
769,aoc,5.0,N02,leaf-08,port46,N01,spine-02,port62,
770,aoc,5.0,N02,leaf-08,port47,N01,spine-02,port63,
771,aoc,5.0,N02,leaf-08,port48,N01,spine-02,port64,
772,aoc,5.0,N02,leaf-08,port49,N02,spine-03,port57,
773,aoc,5.0,N02,leaf-08,port50,N02,spine-03,port58,
774,aoc,5.0,N02,leaf-08,port51,N02,spine-03,port59,
775,aoc,5.0,N02,leaf-08,port52,N02,spine-03,port60,
776,aoc,5.0,N02,leaf-08,port53,N02,spine-03,port61,
777,aoc,5.0,N02,leaf-08,port54,N02,spine-03,port62,
778,aoc,5.0,N02,leaf-08,port55,N02,spine-03,port63,
779,aoc,5.0,N02,leaf-08,port56,N02,spine-03,port64,
780,aoc,5.0,N02,leaf-08,port57,N02,spine-04,port57,
781,aoc,5.0,N02,leaf-08,port58,N02,spine-04,port58,
782,aoc,5.0,N02,leaf-08,port59,N02,spine-04,port59,
783,aoc,5.0,N02,leaf-08,port60,N02,spine-04,port60,
784,aoc,5.0,N02,leaf-08,port61,N02,spine-04,port61,
785,aoc,5.0,N02,leaf-08,port62,N02,spine-04,port62,
786,aoc,5.0,N02,leaf-08,port63,N02,spine-04,port63,
787,aoc,5.0,N02,leaf-08,port64,N02,spine-04,port64,
238,power,,N02,pdu-n02-a,outlet1,N02,leaf-05,psu1,
243,power,,N02,pdu-n02-a,outlet2,N02,leaf-07,psu2,
244,power,,N02,pdu-n02-a,outlet3,N02,leaf-08,psu1,
249,power,,N02,pdu-n02-a,outlet4,N02,spine-04,psu2,
239,power,,N02,pdu-n02-b,outlet1,N02,leaf-05,psu2,
240,power,,N02,pdu-n02-b,outlet2,N02,leaf-06,psu1,
245,power,,N02,pdu-n02-b,outlet3,N02,leaf-08,psu2,
246,power,,N02,pdu-n02-b,outlet4,N02,spine-03,psu1,
241,power,,N02,pdu-n02-c,outlet1,N02,leaf-06,psu2,
242,power,,N02,pdu-n02-c,outlet2,N02,leaf-07,psu1,
247,power,,N02,pdu-n02-c,outlet3,N02,spine-03,psu2,
248,power,,N02,pdu-n02-c,outlet4,N02,spine-04,psu1,
261,power,,S01,(power feed),S01-A,S01,pdu-s01-a,input,
262,power,,S01,(power feed),S01-B,S01,pdu-s01-b,input,
263,power,,S01,(power feed),S01-C,S01,pdu-s01-c,input,
264,power,,S01,pdu-s01-a,outlet1,S01,stor-fabric-01,psu1,
269,power,,S01,pdu-s01-a,outlet2,S01,storage-01,psu2,
270,power,,S01,pdu-s01-a,outlet3,S01,storage-02,psu1,
275,power,,S01,pdu-s01-a,outlet4,S01,storage-04,psu2,
265,power,,S01,pdu-s01-b,outlet1,S01,stor-fabric-01,psu2,
266,power,,S01,pdu-s01-b,outlet2,S01,stor-fabric-02,psu1,
271,power,,S01,pdu-s01-b,outlet3,S01,storage-02,psu2,
272,power,,S01,pdu-s01-b,outlet4,S01,storage-03,psu1,
267,power,,S01,pdu-s01-c,outlet1,S01,stor-fabric-02,psu2,
268,power,,S01,pdu-s01-c,outlet2,S01,storage-01,psu1,
273,power,,S01,pdu-s01-c,outlet3,S01,storage-03,psu2,
274,power,,S01,pdu-s01-c,outlet4,S01,storage-04,psu1,
964,cat6a,30.0,S01,storage-01,bmc,M01,oob-02,eth15,
924,mmf-om4,20.0,S01,storage-01,eth0,M01,inband-01,eth33,ok
925,mmf-om4,20.0,S01,storage-01,eth1,M01,inband-02,eth33,ok
852,mmf-om4,20.0,S01,storage-01,ib-storage0,S01,stor-fabric-01,port33,ok
853,mmf-om4,20.0,S01,storage-01,ib-storage1,S01,stor-fabric-02,port33,ok
965,cat6a,30.0,S01,storage-02,bmc,M01,oob-02,eth16,
926,mmf-om4,20.0,S01,storage-02,eth0,M01,inband-01,eth34,ok
927,mmf-om4,20.0,S01,storage-02,eth1,M01,inband-02,eth34,ok
854,mmf-om4,20.0,S01,storage-02,ib-storage0,S01,stor-fabric-01,port34,ok
855,mmf-om4,20.0,S01,storage-02,ib-storage1,S01,stor-fabric-02,port34,ok
966,cat6a,30.0,S01,storage-03,bmc,M01,oob-02,eth17,
928,mmf-om4,20.0,S01,storage-03,eth0,M01,inband-01,eth35,ok
929,mmf-om4,20.0,S01,storage-03,eth1,M01,inband-02,eth35,ok
856,mmf-om4,20.0,S01,storage-03,ib-storage0,S01,stor-fabric-01,port35,ok
857,mmf-om4,20.0,S01,storage-03,ib-storage1,S01,stor-fabric-02,port35,ok
967,cat6a,30.0,S01,storage-04,bmc,M01,oob-02,eth18,
930,mmf-om4,20.0,S01,storage-04,eth0,M01,inband-01,eth36,ok
931,mmf-om4,20.0,S01,storage-04,eth1,M01,inband-02,eth36,ok
858,mmf-om4,20.0,S01,storage-04,ib-storage0,S01,stor-fabric-01,port36,ok
859,mmf-om4,20.0,S01,storage-04,ib-storage1,S01,stor-fabric-02,port36,ok
